participantid_in_session,participantcode,participantlabel,participant_is_bot,participant_index_in_pages,participant_max_page_index,participant_current_app_name,participant_current_page_name,participanttime_started_utc,participantvisited,participantmturk_worker_id,participantmturk_assignment_id,participantpayoff,participantprolific_id,sessioncode,sessionlabel,sessionmturk_hitid,sessionmturk_hitgroupid,sessioncomment,sessionis_demo,sessionconfigreal_world_currency,sessionconfigname,sessionconfigparticipation_fee,pre1playerid_in_group,pre1playerrole,pre1playerpayoff,pre1playerconsent,pre1playerattention_check_num,pre1playerattention_check_num2,pre1playerattention_check_num3,pre1playerattention_check,pre1playerattention_check2,pre1playerattention_check3,pre1groupid_in_subsession,pre1subsessionround_number,main1playerid_in_group,main1playerrole,main1playerpayoff,main1playerstated_amount,main1playerthreshold_integer,main1playerbriefing_correct_amou,main1playerbriefing_1,main1playerbriefing_2,main1playerbriefing_3,main1playerbriefing_4,main1playerbriefing_5,main1playerbriefing_6,main1playerbriefing_7,main1playerbriefing_8,main1playerbriefing_9,main1playerbriefing_10,main1playerbriefing_11,main1playerbriefing_12,main1playerbriefing_13,main1playerbriefing_14,main1playerbriefing_15,main1playermisreport_reason,main1playeraccept_next_experimen,main1playerprefer,main1playerpainter,main1groupid_in_subsession,main1subsessionround_number,end1playerid_in_group,end1playerrole,end1playerpayoff,end1groupid_in_subsession,end1subsessionround_number,end21playerid_in_group,end21playerrole,end21playerpayoff,end21groupid_in_subsession,end21subsessionround_number,session
201,5nuf7h6v,673f26da7253bddafdf6ab79,0,19,20,end,End,2025-12-18 18:35:23.244190,1,,,3,673f26da7253bddafdf6ab79,jax0jask,,,,,0,1,your_experiment,0,651,,0,1,57,2,77,57,,,1,1,651,,3,12,8,6,2,4,3,1,3,5,3,6,2,7,4,2,6,4,8,,,Left,,1,1,651,,0,1,1,651,,0,1,1,1000 sample
202,7l7ju2sd,5b9d57e5737d030001ad2cbf,0,19,20,end,End,2025-12-18 18:37:41.197251,1,,,2,5b9d57e5737d030001ad2cbf,jax0jask,,,,,0,1,your_experiment,0,667,,0,1,91,61,15,91,,,1,1,667,,2,10,8,6,2,3,3,1,3,5,3,2,8,7,8,8,8,8,8,,,Right,,1,1,667,,0,1,1,667,,0,1,1,1000 sample
203,jl0bja3m,63d16c4758851c2e341702aa,0,19,20,end,End,2025-12-18 18:37:44.576033,1,,,2,63d16c4758851c2e341702aa,jax0jask,,,,,0,1,your_experiment,0,668,,0,1,65,33,51,65,,,1,1,668,,2,10,8,7,2,1,3,1,3,5,3,4,8,2,8,8,8,8,8,,,Right,,1,1,668,,0,1,1,668,,0,1,1,1000 sample
204,bquls330,62b74ec256808d84b3e691d6,0,19,20,end,End,2025-12-18 18:38:53.746831,1,,,2.5,62b74ec256808d84b3e691d6,jax0jask,,,,,0,1,your_experiment,0,674,,0,1,100,23,95,100,,,1,1,674,,2.5,11,8,5,2,2,3,1,3,3,3,8,8,8,8,8,8,8,8,,,Right,,1,1,674,,0,1,1,674,,0,1,1,1000 sample
205,bev781dl,5ea1e37fc066eb0d36edb649,0,19,20,end,End,2025-12-18 18:38:54.724428,1,,,3,5ea1e37fc066eb0d36edb649,jax0jask,,,,,0,1,your_experiment,0,675,,0,1,9,77,69,19,77,,1,1,675,,3,12,8,6,2,1,3,1,3,1,3,2,4,3,8,8,8,8,8,,,Right,,1,1,675,,0,1,1,675,,0,1,1,1000 sample
206,pb2j5m9m,623486db68625ae062c7303c,0,19,20,end,End,2025-12-18 18:39:17.314631,1,,,3,623486db68625ae062c7303c,jax0jask,,,,,0,1,your_experiment,0,676,,0,1,75,16,91,75,,,1,1,676,,3,12,8,8,2,3,3,1,3,5,3,5,6,7,8,6,8,8,8,,,Right,,1,1,676,,0,1,1,676,,0,1,1,1000 sample
207,kjdrrbmr,60eead911e567d29abb34468,0,19,20,end,End,2025-12-18 18:39:33.238013,1,,,2.5,60eead911e567d29abb34468,jax0jask,,,,,0,1,your_experiment,0,677,,0,1,72,27,92,72,,,1,1,677,,2.5,11,8,7,2,2,3,1,3,3,3,4,6,3,8,8,8,8,8,,,Right,,1,1,677,,0,1,1,677,,0,1,1,1000 sample
208,6hlan6c8,5a33e4a10758280001030ce5,0,19,20,end,End,2025-12-18 18:40:08.858667,1,,,2.5,5a33e4a10758280001030ce5,jax0jask,,,,,0,1,your_experiment,0,682,,0,1,80,81,33,80,,,1,1,682,,2.5,11,8,6,2,2,3,1,3,3,3,2,6,8,8,8,8,8,8,,,Right,,1,1,682,,0,1,1,682,,0,1,1,1000 sample
209,h00qfszr,612108d49e16751c4b4c54fa,0,19,20,end,End,2025-12-18 18:40:29.897931,1,,,2.5,612108d49e16751c4b4c54fa,jax0jask,,,,,0,1,your_experiment,0,687,,0,1,93,37,56,93,,,1,1,687,,2.5,11,8,7,2,1,3,1,3,3,3,2,8,7,8,8,8,8,8,,,Right,,1,1,687,,0,1,1,687,,0,1,1,1000 sample
210,iajpg45k,56a8bb427f2472000b9522f6,0,19,20,end,End,2025-12-18 18:40:30.269377,1,,,1.5,56a8bb427f2472000b9522f6,jax0jask,,,,,0,1,your_experiment,0,688,,0,1,18,31,8,18,,,1,1,688,,1.5,9,8,7,2,3,3,1,3,3,3,4,6,8,8,8,8,8,8,,,Right,,1,1,688,,0,1,1,688,,0,1,1,1000 sample
211,gfh4ytr3,643c069c30e6ba111922f086,0,19,20,end,End,2025-12-18 18:40:31.476485,1,,,3,643c069c30e6ba111922f086,jax0jask,,,,,0,1,your_experiment,0,689,,0,1,8,75,53,8,,,1,1,689,,3,12,8,5,2,4,3,1,3,3,5,4,3,4,8,8,8,8,8,,,Right,,1,1,689,,0,1,1,689,,0,1,1,1000 sample
212,cpikpg8f,5e15d85bd62abeba42692ed3,0,19,20,end,End,2025-12-18 18:40:51.264600,1,,,2,5e15d85bd62abeba42692ed3,jax0jask,,,,,0,1,your_experiment,0,695,,0,1,79,6,4,79,,,1,1,695,,2,10,8,6,2,1,3,1,3,3,3,5,8,8,8,8,8,8,8,,,Right,,1,1,695,,0,1,1,695,,0,1,1,1000 sample
213,dhpn9w0w,6722ea20fb84b196f0a649b6,0,19,20,end,End,2025-12-18 18:40:51.618603,1,,,1.5,6722ea20fb84b196f0a649b6,jax0jask,,,,,0,1,your_experiment,0,696,,0,1,57,95,0,57,,,1,1,696,,1.5,9,8,7,2,3,3,1,3,3,3,4,6,4,8,8,8,8,8,,,Left,,1,1,696,,0,1,1,696,,0,1,1,1000 sample
214,qfoow5pz,6313025a14dc3855afaf69d2,0,19,20,end,End,2025-12-18 18:41:24.608074,1,,,1.5,6313025a14dc3855afaf69d2,jax0jask,,,,,0,1,your_experiment,0,702,,0,1,29,9,62,29,,,1,1,702,,1.5,9,8,5,3,3,3,1,3,3,3,4,8,8,8,8,8,8,8,,,Right,,1,1,702,,0,1,1,702,,0,1,1,1000 sample
215,9gmvlue9,5953668fb2e8430001ea478f,0,19,20,end,End,2025-12-18 18:41:25.516500,1,,,2,5953668fb2e8430001ea478f,jax0jask,,,,,0,1,your_experiment,0,703,,0,1,23,92,88,23,,,1,1,703,,2,10,8,7,2,1,3,1,3,3,3,4,8,8,8,8,8,8,8,,,Right,,1,1,703,,0,1,1,703,,0,1,1,1000 sample
216,4amr1gz2,6093e78e30fb90f291b261f9,0,19,20,end,End,2025-12-18 18:41:26.481665,1,,,3,6093e78e30fb90f291b261f9,jax0jask,,,,,0,1,your_experiment,0,704,,0,1,44,30,4,44,,,1,1,704,,3,15,8,7,2,2,3,1,3,1,3,4,3,7,3,2,2,2,6,,,Right,,1,1,704,,0,1,1,704,,0,1,1,1000 sample
217,m70tu1hi,66fd75a114eba53c2f24a190,0,19,20,end,End,2025-12-18 18:41:42.063764,1,,,1.5,66fd75a114eba53c2f24a190,jax0jask,,,,,0,1,your_experiment,0,705,,0,1,22,91,65,22,,,1,1,705,,1.5,9,8,7,2,4,3,1,3,3,3,2,6,2,7,6,6,8,8,,,Right,,1,1,705,,0,1,1,705,,0,1,1,1000 sample
218,j2pwtjrj,665d5fc765ec40133ce8f860,0,19,20,end,End,2025-12-18 18:41:45.178664,1,,,1.5,665d5fc765ec40133ce8f860,jax0jask,,,,,0,1,your_experiment,0,707,,0,1,96,80,11,96,,,1,1,707,,1.5,9,8,8,2,1,3,1,3,1,3,4,2,1,2,2,7,1,8,,,Left,,1,1,707,,0,1,1,707,,0,1,1,1000 sample
219,oqm53srq,6655e364ffff4d877ac0d432,0,19,20,end,End,2025-12-18 18:42:29.649827,1,,,2,6655e364ffff4d877ac0d432,jax0jask,,,,,0,1,your_experiment,0,714,,0,1,29,16,30,29,,,1,1,714,,2,10,8,5,2,4,1,1,3,3,3,4,8,8,8,8,8,8,8,,,Right,,1,1,714,,0,1,1,714,,0,1,1,1000 sample
220,pfxf5sqn,60c20abfdccab926283d8f7f,0,19,20,end,End,2025-12-18 18:43:04.530073,1,,,2,60c20abfdccab926283d8f7f,jax0jask,,,,,0,1,your_experiment,0,723,,0,1,36,25,27,36,,,1,1,723,,2,10,8,6,2,2,3,1,3,5,3,2,2,4,5,4,7,2,8,,,Right,,1,1,723,,0,1,1,723,,0,1,1,1000 sample
221,8fi6jyi2,5ee4aab1232e9d1b4d791bae,0,19,20,end,End,2025-12-18 18:43:21.267894,1,,,2.5,5ee4aab1232e9d1b4d791bae,jax0jask,,,,,0,1,your_experiment,0,726,,0,1,76,83,82,76,,,1,1,726,,2.5,11,8,5,2,3,3,1,3,1,5,2,4,5,6,2,3,7,6,,,Left,,1,1,726,,0,1,1,726,,0,1,1,1000 sample
222,rs41cbzk,677ed5bd4c077581a694a164,0,19,20,end,End,2025-12-18 18:43:30.807556,1,,,3,677ed5bd4c077581a694a164,jax0jask,,,,,0,1,your_experiment,0,730,,0,1,65,48,56,65,,,1,1,730,,3,12,8,4,2,3,3,2,3,1,3,2,8,8,8,8,8,8,8,,,Right,,1,1,730,,0,1,1,730,,0,1,1,1000 sample
223,dllkj7yc,5e73e7671555130c7d025a65,0,19,20,end,End,2025-12-18 18:43:33.228926,1,,,3,5e73e7671555130c7d025a65,jax0jask,,,,,0,1,your_experiment,0,731,,0,1,87,54,84,87,,,1,1,731,,3,12,8,4,2,1,1,2,3,3,3,2,2,4,8,8,8,8,8,,,Right,,1,1,731,,0,1,1,731,,0,1,1,1000 sample
224,gy971q3e,627e7e91d0e389328983e765,0,19,20,end,End,2025-12-18 18:43:34.819930,1,,,3,627e7e91d0e389328983e765,jax0jask,,,,,0,1,your_experiment,0,732,,0,1,82,65,11,82,,,1,1,732,,3,12,8,5,2,3,3,1,3,3,3,1,4,8,8,8,8,8,8,,,Left,,1,1,732,,0,1,1,732,,0,1,1,1000 sample
225,0ko9vwvl,632c673f8b99c86ac2fba537,0,19,20,end,End,2025-12-18 18:43:53.114374,1,,,3,632c673f8b99c86ac2fba537,jax0jask,,,,,0,1,your_experiment,0,734,,0,1,40,7,74,40,,,1,1,734,,3,12,8,6,2,4,3,1,3,3,5,2,6,7,8,8,8,8,8,,,Right,,1,1,734,,0,1,1,734,,0,1,1,1000 sample
226,1lkf5yhv,5c93fa19104ec70017bfa894,0,19,20,end,End,2025-12-18 18:44:45.451758,1,,,2,5c93fa19104ec70017bfa894,jax0jask,,,,,0,1,your_experiment,0,744,,0,1,91,87,90,91,,,1,1,744,,2,10,8,7,2,2,3,1,3,1,3,4,3,5,7,2,3,8,8,,,Left,,1,1,744,,0,1,1,744,,0,1,1,1000 sample
227,hq9hcl7e,673b7de4a2e905d7e456db70,0,19,20,end,End,2025-12-18 18:44:47.628994,1,,,2,673b7de4a2e905d7e456db70,jax0jask,,,,,0,1,your_experiment,0,745,,0,1,33,66,12,33,,,1,1,745,,2,10,8,5,2,2,3,1,3,3,3,2,1,4,8,2,3,8,8,,,Right,,1,1,745,,0,1,1,745,,0,1,1,1000 sample
228,5gq2eueo,614b11e399369a0d52b5fbf6,0,19,20,end,End,2025-12-18 18:45:13.321890,1,,,3,614b11e399369a0d52b5fbf6,jax0jask,,,,,0,1,your_experiment,0,751,,0,1,81,56,1,81,,,1,1,751,,3,15,8,7,2,1,3,1,3,3,3,2,8,5,8,8,8,8,8,,,Right,,1,1,751,,0,1,1,751,,0,1,1,1000 sample
229,99qoqgec,667a87f3f647a1b10f53ecfa,0,19,20,end,End,2025-12-18 18:45:15.400954,1,,,1.5,667a87f3f647a1b10f53ecfa,jax0jask,,,,,0,1,your_experiment,0,752,,0,1,58,65,69,58,,,1,1,752,,1.5,9,8,6,2,3,3,1,3,5,3,5,6,4,8,8,8,8,8,,,Right,,1,1,752,,0,1,1,752,,0,1,1,1000 sample
230,ukit9r36,5e3c759575109a055e99b38a,0,19,20,end,End,2025-12-18 18:45:24.743457,1,,,3,5e3c759575109a055e99b38a,jax0jask,,,,,0,1,your_experiment,0,753,,0,1,91,26,78,91,,,1,1,753,,3,12,8,7,2,1,3,2,3,3,3,4,8,4,5,2,4,7,6,,,Right,,1,1,753,,0,1,1,753,,0,1,1,1000 sample
231,229zrvj1,629f2dccc6e91be06559e2f1,0,19,20,end,End,2025-12-18 18:45:44.851063,1,,,3,629f2dccc6e91be06559e2f1,jax0jask,,,,,0,1,your_experiment,0,756,,0,1,77,15,47,77,,,1,1,756,,3,15,8,7,2,1,3,1,3,5,3,4,1,6,7,7,4,3,7,,,Right,,1,1,756,,0,1,1,756,,0,1,1,1000 sample
232,2v4d577a,6096eca15340fc49ef3f1ab3,0,19,20,end,End,2025-12-18 18:45:47.461806,1,,,3,6096eca15340fc49ef3f1ab3,jax0jask,,,,,0,1,your_experiment,0,759,,0,1,72,94,84,72,,,1,1,759,,3,12,8,3,2,3,3,2,3,5,5,2,8,4,8,8,8,8,8,,,Right,,1,1,759,,0,1,1,759,,0,1,1,1000 sample
233,pijrftis,6765c7b600d8f466682b2159,0,19,20,end,End,2025-12-18 18:45:56.132372,1,,,2,6765c7b600d8f466682b2159,jax0jask,,,,,0,1,your_experiment,0,762,,0,1,36,17,45,36,,,1,1,762,,2,10,8,6,2,2,4,1,3,3,3,4,6,4,1,8,8,8,8,,,Right,,1,1,762,,0,1,1,762,,0,1,1,1000 sample
234,4w3sqzyy,603caacf4df9d7a63fc5b6ed,0,19,20,end,End,2025-12-18 18:46:03.521582,1,,,2,603caacf4df9d7a63fc5b6ed,jax0jask,,,,,0,1,your_experiment,0,763,,0,1,67,97,14,67,,,1,1,763,,2,10,8,6,2,2,3,1,3,3,7,4,1,7,8,2,3,4,8,,,Right,,1,1,763,,0,1,1,763,,0,1,1,1000 sample
235,gzxs5s95,5ca102f57114700016da340d,0,19,20,end,End,2025-12-18 18:46:19.178486,1,,,2,5ca102f57114700016da340d,jax0jask,,,,,0,1,your_experiment,0,766,,0,1,44,90,51,44,,,1,1,766,,2,10,8,5,4,3,3,1,3,5,3,4,3,8,8,8,8,8,8,,,Left,,1,1,766,,0,1,1,766,,0,1,1,1000 sample
236,4gqytgo8,59860b0414f85e0001506faf,0,19,20,end,End,2025-12-18 18:46:29.011047,1,,,2,59860b0414f85e0001506faf,jax0jask,,,,,0,1,your_experiment,0,767,,0,1,62,9,11,62,,,1,1,767,,2,10,8,5,2,2,3,1,3,3,3,2,7,3,6,2,8,8,8,,,Right,,1,1,767,,0,1,1,767,,0,1,1,1000 sample
237,l9rn5gq5,6346ab31c7d314a6aad343d5,0,19,20,end,End,2025-12-18 18:46:33.203297,1,,,1.5,6346ab31c7d314a6aad343d5,jax0jask,,,,,0,1,your_experiment,0,768,,0,1,98,94,9,98,,,1,1,768,,1.5,9,8,6,2,3,3,1,3,1,3,4,8,8,8,8,8,8,8,,,Right,,1,1,768,,0,1,1,768,,0,1,1,1000 sample
238,d9mndqto,5be742dd0e366e000175c8ba,0,19,20,end,End,2025-12-18 18:46:43.922888,1,,,2,5be742dd0e366e000175c8ba,jax0jask,,,,,0,1,your_experiment,0,769,,0,1,2,27,98,2,,,1,1,769,,2,10,8,5,2,1,3,1,1,1,3,3,8,2,2,2,4,5,8,,,Right,,1,1,769,,0,1,1,769,,0,1,1,1000 sample
239,0gzj5em5,6695278758244f9d6186746e,0,19,20,end,End,2025-12-18 18:46:55.902634,1,,,1.5,6695278758244f9d6186746e,jax0jask,,,,,0,1,your_experiment,0,770,,0,1,38,29,14,38,,,1,1,770,,1.5,9,8,8,2,2,3,1,3,5,3,4,3,7,5,3,6,8,8,,,Right,,1,1,770,,0,1,1,770,,0,1,1,1000 sample
240,sid7e7w7,64491afdfd7c9850dbe34166,0,19,20,end,End,2025-12-18 18:47:08.580952,1,,,2,64491afdfd7c9850dbe34166,jax0jask,,,,,0,1,your_experiment,0,774,,0,1,18,50,67,18,,,1,1,774,,2,10,8,6,2,3,3,1,3,1,3,2,6,8,8,8,8,8,8,,,Left,,1,1,774,,0,1,1,774,,0,1,1,1000 sample
241,mr1cg55z,57b6dfafe2d5a60001099543,0,19,20,end,End,2025-12-18 18:47:14.338444,1,,,3,57b6dfafe2d5a60001099543,jax0jask,,,,,0,1,your_experiment,0,778,,0,1,38,1,53,38,,,1,1,778,,3,12,8,4,2,4,3,1,3,3,7,2,8,8,8,8,8,8,8,,,Right,,1,1,778,,0,1,1,778,,0,1,1,1000 sample
242,y2ea3i03,67ad2a2a71895bd3ece87c4d,0,19,20,end,End,2025-12-18 18:47:22.785531,1,,,2,67ad2a2a71895bd3ece87c4d,jax0jask,,,,,0,1,your_experiment,0,779,,0,1,58,13,99,58,,,1,1,779,,2,10,8,3,3,4,3,1,3,1,5,7,8,8,8,8,8,8,8,,,Left,,1,1,779,,0,1,1,779,,0,1,1,1000 sample
243,qtltb5f5,5e3723a2c0b2896ad554be73,0,19,20,end,End,2025-12-18 18:47:48.763997,1,,,3,5e3723a2c0b2896ad554be73,jax0jask,,,,,0,1,your_experiment,0,782,,0,1,42,57,74,42,,,1,1,782,,3,14,8,7,2,1,3,1,3,3,3,2,6,8,8,8,8,8,8,,,Right,,1,1,782,,0,1,1,782,,0,1,1,1000 sample
244,qa9aikyk,611cf78346c5e728a66f1ebe,0,19,20,end,End,2025-12-18 18:47:56.973612,1,,,1.5,611cf78346c5e728a66f1ebe,jax0jask,,,,,0,1,your_experiment,0,784,,0,1,28,15,59,28,,,1,1,784,,1.5,9,8,7,2,3,3,1,3,3,3,4,6,4,2,2,2,8,1,,,Left,,1,1,784,,0,1,1,784,,0,1,1,1000 sample
245,u1r5v2cc,67606663e5ad15d60ffeb222,0,18,20,main,Code,2025-12-18 18:48:15.831377,1,,,1.5,67606663e5ad15d60ffeb222,jax0jask,,,,,0,1,your_experiment,0,790,,0,1,9,75,58,9,,,1,1,790,,1.5,9,8,6,2,2,3,1,3,1,4,4,8,7,4,8,8,8,8,,,Right,,1,1,790,,0,1,1,790,,0,1,1,1000 sample
246,bsumhzcg,5cbcadbe0b073500018c5f73,0,19,20,end,End,2025-12-18 18:48:37.297238,1,,,3,5cbcadbe0b073500018c5f73,jax0jask,,,,,0,1,your_experiment,0,794,,0,1,61,86,95,61,,,1,1,794,,3,15,8,5,2,2,3,1,3,5,5,2,6,4,8,8,8,8,8,,,Right,,1,1,794,,0,1,1,794,,0,1,1,1000 sample
247,eeha8ge8,6658e2cb395c02efada6a7a1,0,19,20,end,End,2025-12-18 18:48:37.349626,1,,,3,6658e2cb395c02efada6a7a1,jax0jask,,,,,0,1,your_experiment,0,795,,0,1,34,59,83,34,,,1,1,795,,3,15,8,4,2,2,3,1,3,1,8,8,8,8,8,8,8,8,8,,,Right,,1,1,795,,0,1,1,795,,0,1,1,1000 sample
248,cmlc4p0a,5f21ab8185cf9c5acabe5fab,0,19,20,end,End,2025-12-18 18:48:45.378332,1,,,1.5,5f21ab8185cf9c5acabe5fab,jax0jask,,,,,0,1,your_experiment,0,796,,0,1,68,49,42,68,,,1,1,796,,1.5,9,8,7,2,1,3,1,3,3,3,4,2,1,6,2,3,8,8,,,Right,,1,1,796,,0,1,1,796,,0,1,1,1000 sample
249,ffcnw7fz,5abbe13268b65b00018cf94b,0,19,20,end,End,2025-12-18 18:49:01.001637,1,,,3,5abbe13268b65b00018cf94b,jax0jask,,,,,0,1,your_experiment,0,798,,0,1,50,57,49,50,,,1,1,798,,3,12,8,6,2,2,3,1,3,1,3,3,3,5,3,2,4,4,7,,,Right,,1,1,798,,0,1,1,798,,0,1,1,1000 sample
250,7qqzvp95,5a57e4f7acc75b00017a2dcd,0,19,20,end,End,2025-12-18 18:49:10.205649,1,,,3,5a57e4f7acc75b00017a2dcd,jax0jask,,,,,0,1,your_experiment,0,801,,0,1,10,58,58,10,,,1,1,801,,3,15,8,6,2,4,3,1,3,3,3,4,7,4,8,8,7,8,8,,,Right,,1,1,801,,0,1,1,801,,0,1,1,1000 sample
251,1olkuazt,5c9034a2eedbd9001573ca14,0,19,20,end,End,2025-12-18 18:49:57.031448,1,,,2,5c9034a2eedbd9001573ca14,jax0jask,,,,,0,1,your_experiment,0,807,,0,1,91,76,28,91,,,1,1,807,,2,10,8,4,2,3,3,1,3,5,8,8,8,8,8,8,8,8,8,,,Right,,1,1,807,,0,1,1,807,,0,1,1,1000 sample
252,y1iuvjad,5eac2b38e66aa2074015989b,0,19,20,end,End,2025-12-18 18:49:59.324551,1,,,2.5,5eac2b38e66aa2074015989b,jax0jask,,,,,0,1,your_experiment,0,808,,0,1,25,11,52,25,,,1,1,808,,2.5,11,8,6,2,1,3,1,3,3,3,8,3,8,8,8,8,8,8,,,Right,,1,1,808,,0,1,1,808,,0,1,1,1000 sample
253,urpu3vo3,562a2eaac8ffc20012514145,0,19,20,end,End,2025-12-18 18:50:01.789916,1,,,1.5,562a2eaac8ffc20012514145,jax0jask,,,,,0,1,your_experiment,0,809,,0,1,45,19,45,45,,,1,1,809,,1.5,9,8,6,2,3,3,1,3,1,3,4,8,3,8,8,3,7,2,,,Left,,1,1,809,,0,1,1,809,,0,1,1,1000 sample
254,v0mxbhzi,63bf01914983c66626c67b6c,0,19,20,end,End,2025-12-18 18:50:12.095291,1,,,3,63bf01914983c66626c67b6c,jax0jask,,,,,0,1,your_experiment,0,810,,0,1,24,43,8,24,,,1,1,810,,3,15,8,4,2,1,4,2,3,3,3,2,8,8,8,8,8,8,8,,,Right,,1,1,810,,0,1,1,810,,0,1,1,1000 sample
255,xbsrxoge,5dd005a9eb39730fc834988f,0,19,20,end,End,2025-12-18 18:50:15.304574,1,,,3,5dd005a9eb39730fc834988f,jax0jask,,,,,0,1,your_experiment,0,811,,0,1,80,68,41,80,,,1,1,811,,3,12,8,6,2,1,1,2,3,1,3,5,7,4,8,3,5,8,4,,,Right,,1,1,811,,0,1,1,811,,0,1,1,1000 sample
256,hcgww29a,62d2bca2c9485e173382c839,0,18,20,main,Code,2025-12-18 18:50:24.153245,1,,,2.5,62d2bca2c9485e173382c839,jax0jask,,,,,0,1,your_experiment,0,812,,0,1,91,49,33,91,,,1,1,812,,2.5,11,8,6,2,1,3,1,3,3,3,8,8,8,8,8,8,8,8,,,Left,,1,1,812,,0,1,1,812,,0,1,1,1000 sample
257,perrpwn0,5993260f4f3a820001fb39a7,0,19,20,end,End,2025-12-18 18:50:27.584087,1,,,2,5993260f4f3a820001fb39a7,jax0jask,,,,,0,1,your_experiment,0,814,,0,1,46,79,62,46,,,1,1,814,,2,10,8,5,2,4,3,1,3,3,5,5,8,7,8,8,8,8,8,,,Right,,1,1,814,,0,1,1,814,,0,1,1,1000 sample
258,k1r2n2l9,63eff3ac389f8a4106938c59,0,19,20,end,End,2025-12-18 18:51:01.589110,1,,,2,63eff3ac389f8a4106938c59,jax0jask,,,,,0,1,your_experiment,0,819,,0,1,21,66,97,21,,,1,1,819,,2,10,8,8,2,1,3,1,3,1,3,4,6,2,4,8,8,8,8,,,Right,,1,1,819,,0,1,1,819,,0,1,1,1000 sample
259,olsseceb,5f45882f55090e1a65935ffd,0,19,20,end,End,2025-12-18 18:51:19.866681,1,,,1.5,5f45882f55090e1a65935ffd,jax0jask,,,,,0,1,your_experiment,0,821,,0,1,60,17,25,60,,,1,1,821,,1.5,9,8,6,2,1,3,1,3,1,3,8,8,8,8,8,8,8,8,,,Left,,1,1,821,,0,1,1,821,,0,1,1,1000 sample
260,16u6h6ae,62ea882e5cfaa1d8dc6bf5b3,0,19,20,end,End,2025-12-18 18:51:25.162651,1,,,3,62ea882e5cfaa1d8dc6bf5b3,jax0jask,,,,,0,1,your_experiment,0,822,,0,1,59,62,82,59,,,1,1,822,,3,13,8,6,2,1,1,1,3,1,3,5,7,7,8,7,6,4,7,,,Right,,1,1,822,,0,1,1,822,,0,1,1,1000 sample
261,npqpakoh,584d88ee6a3e990001bf1b67,0,19,20,end,End,2025-12-18 18:51:47.296604,1,,,1.5,584d88ee6a3e990001bf1b67,jax0jask,,,,,0,1,your_experiment,0,825,,0,1,85,43,40,85,,,1,1,825,,1.5,9,8,7,2,1,3,1,3,3,3,2,6,4,2,2,8,8,8,,,Right,,1,1,825,,0,1,1,825,,0,1,1,1000 sample
262,2x1k9sh7,64012d43d30e0fdefe7ad5d2,0,19,20,end,End,2025-12-18 18:51:53.864906,1,,,2.5,64012d43d30e0fdefe7ad5d2,jax0jask,,,,,0,1,your_experiment,0,828,,0,1,87,19,9,87,,,1,1,828,,2.5,11,8,6,2,2,3,1,3,1,3,4,8,8,8,8,8,8,8,,,Right,,1,1,828,,0,1,1,828,,0,1,1,1000 sample
263,80gwzhb4,5edd69fe67f8fc0f39d081e0,0,19,20,end,End,2025-12-18 18:52:01.018219,1,,,3,5edd69fe67f8fc0f39d081e0,jax0jask,,,,,0,1,your_experiment,0,830,,0,1,21,64,8,21,,,1,1,830,,3,14,8,8,2,2,3,1,3,1,3,4,6,5,4,2,8,8,8,,,Right,,1,1,830,,0,1,1,830,,0,1,1,1000 sample
264,x11u45to,6775d2dc10021f9d74ab65aa,0,19,20,end,End,2025-12-18 18:52:13.434171,1,,,3,6775d2dc10021f9d74ab65aa,jax0jask,,,,,0,1,your_experiment,0,834,,0,1,11,30,74,11,,,1,1,834,,3,15,8,5,2,2,3,1,3,1,3,3,8,8,8,8,8,8,8,,,Right,,1,1,834,,0,1,1,834,,0,1,1,1000 sample
265,kd4rpeit,599a9252bbe848000179676e,0,19,20,end,End,2025-12-18 18:53:05.519969,1,,,2.5,599a9252bbe848000179676e,jax0jask,,,,,0,1,your_experiment,0,838,,0,1,3,4,61,3,,,1,1,838,,2.5,11,8,4,2,3,3,4,3,6,3,5,7,8,8,8,8,8,8,,,Right,,1,1,838,,0,1,1,838,,0,1,1,1000 sample
266,f1qzurtt,6229dc51dff340226697778e,0,18,20,main,Code,2025-12-18 18:53:22.863910,1,,,2.5,6229dc51dff340226697778e,jax0jask,,,,,0,1,your_experiment,0,844,,0,1,24,89,29,24,,,1,1,844,,2.5,11,8,5,2,3,3,1,3,3,3,2,8,8,8,8,8,8,8,,,Left,,1,1,844,,0,1,1,844,,0,1,1,1000 sample
267,vpmi34ji,6156fef09d1ab07148870099,0,19,20,end,End,2025-12-18 18:53:25.418009,1,,,2,6156fef09d1ab07148870099,jax0jask,,,,,0,1,your_experiment,0,845,,0,1,52,77,57,52,,,1,1,845,,2,10,8,7,2,1,4,1,3,5,3,4,8,7,8,8,8,8,8,,,Right,,1,1,845,,0,1,1,845,,0,1,1,1000 sample
268,2fj21dzx,6526ca3a7e8af960de678715,0,19,20,end,End,2025-12-18 18:53:30.828883,1,,,1.5,6526ca3a7e8af960de678715,jax0jask,,,,,0,1,your_experiment,0,846,,0,1,33,71,45,33,,,1,1,846,,1.5,9,8,5,2,1,3,1,3,5,8,8,8,8,8,8,8,8,8,,,Right,,1,1,846,,0,1,1,846,,0,1,1,1000 sample
